c_link,domain,category,c_title,c_retail_price,c_sale_price,c_image-src,c_season_tag,c_product_url,c_product_id,matchlink,m_title,m_retail_price,m_sale_price,m_image-src,m_product_id,m_season_tag
https://www.cettire.com/au/products/bally-chain-linked-drawstring-bucket-bag-916922820,www.farfetch.com,Bags,Chain-Linked Drawstring Bucket Bag,992.85,523.6,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/a62059fc338e7991870c4ec8e0943214.jpg,,https://www.cettire.com/au/products/bally-chain-linked-drawstring-bucket-bag-916922820,916922820,https://www.farfetch.com/au/shopping/women/bally-eoh-bucket-bag-item-26891657.aspx,Bally Eoh Bucket Bag,999,740,https://cdn-images.farfetch-contents.com/26/89/16/57/26891657_56763352_1000.jpg,26891657,
https://www.cettire.com/au/products/bally-chain-linked-drawstring-bucket-bag-916922822,www.farfetch.com,Bags,Chain-Linked Drawstring Bucket Bag,992.85,523.6,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/c6d83ef707b3374c3a0607df74197fd5.jpg,,https://www.cettire.com/au/products/bally-chain-linked-drawstring-bucket-bag-916922822,916922822,https://www.farfetch.com/au/shopping/women/bally-eoh-bucket-bag-item-26892304.aspx,Bally Eoh Bucket Bag,999,740,https://cdn-images.farfetch-contents.com/26/89/23/04/26892304_56763343_1000.jpg,26892304,
https://www.cettire.com/au/products/bally-checked-short-sleeved-jumper-945512313,www.farfetch.com,Clothes,Checked Short-Sleeved Jumper,1195.09,650.48,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/6d6f76e0d517c7881e0ce049c3cd3fde.jpg,,https://www.cettire.com/au/products/bally-checked-short-sleeved-jumper-945512313,cmVhY3Rpb24vcHJvZHVjdDp0UGQ4OG4zNW9FSkdYRTdrbQ==,https://www.farfetch.com/au/shopping/women/bally-checked-knit-top-item-25542461.aspx,Bally Checked Knit Top,1470,,https://cdn-images.farfetch-contents.com/25/54/24/61/25542461_55900497_1000.jpg,25542461,
https://www.cettire.com/au/products/bally-chunky-chain-bracelet-924701188,www.farfetch.com,Accessories,Chunky Chain Bracelet,894.68,408.74,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/176b627db4370fb10cfd1d86b79a9840.jpg,,https://www.cettire.com/au/products/bally-chunky-chain-bracelet-924701188,cmVhY3Rpb24vcHJvZHVjdDpXaFlxbkZieFp3SHBodGtIcA==,https://www.farfetch.com/au/shopping/women/bally-gold-tone-brass-bracelet-item-26896114.aspx,Bally Gold Tone Brass Bracelet,899,610,https://cdn-images.farfetch-contents.com/26/89/61/14/26896114_56763030_1000.jpg,26896114,
https://www.cettire.com/au/products/bally-clayson-leather-ankle-boots-930498692,www.farfetch.com,Shoes,Clayson Leather Ankle Boots,1581.48,1000.46,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/edbfc2f8d9b68fcd1f7d262805f1640b.jpg,,https://www.cettire.com/au/products/bally-clayson-leather-ankle-boots-930498692,cmVhY3Rpb24vcHJvZHVjdDppQmVEYVRLUmRqYjdNcEhIcw==,https://www.farfetch.com/au/shopping/women/bally-clayson-boots-item-20620860.aspx,Bally Clayson Boots,1488,1350,https://cdn-images.farfetch-contents.com/20/62/08/60/20620860_57025184_1000.jpg,20620860,
https://www.cettire.com/au/products/bally-collared-sleeved-shirt-932606814,www.farfetch.com,Clothes,Collared Sleeved Shirt,1562.24,663.2,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/b9aedd95b8a155c5e72d34ce7de88503.jpg,,https://www.cettire.com/au/products/bally-collared-sleeved-shirt-932606814,cmVhY3Rpb24vcHJvZHVjdDpid2JNUGlSUUZvSG5xTjVOOA==,https://www.farfetch.com/au/shopping/women/bally-cotton-shirt-item-26868902.aspx,Bally Cotton Shirt,1658,584,https://cdn-images.farfetch-contents.com/26/86/89/02/26868902_56902777_1000.jpg,26868902,
https://www.cettire.com/au/products/bally-contrast-piping-pants-925653822,www.farfetch.com,Clothes,Contrast Piping Pants,3220.95,1760.41,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/ffde5f54b1fea4e3933a2e4209961694.jpg,,https://www.cettire.com/au/products/bally-contrast-piping-pants-925653822,cmVhY3Rpb24vcHJvZHVjdDpZb2JrUUh6UXRSb0M0aEdQZg==,https://www.farfetch.com/au/shopping/women/bally-silk-palazzo-trousers-item-26895387.aspx,Bally Silk Palazzo Trousers,3147,1941,https://cdn-images.farfetch-contents.com/26/89/53/87/26895387_56764826_1000.jpg,26895387,
https://www.cettire.com/au/products/bally-contrast-seam-buttoned-shirt-925767503,www.farfetch.com,Clothes,Contrast Seam Buttoned Shirt,3220.95,1760.41,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/e5d3078d59b65db9e4913730e2f03772.jpg,,https://www.cettire.com/au/products/bally-contrast-seam-buttoned-shirt-925767503,cmVhY3Rpb24vcHJvZHVjdDpoRkhpNDc3TTlGcXF5TXBQQw==,https://www.farfetch.com/au/shopping/women/bally-silk-shirt-item-26894733.aspx,Bally Silk Shirt,3147,1941,https://cdn-images.farfetch-contents.com/26/89/47/33/26894733_56764648_1000.jpg,26894733,
https://www.cettire.com/au/products/bally-crystalia-tote-bag-916930981,www.farfetch.com,Bags,Crystalia Tote Bag,1876.39,984.8,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/e9df1ba43fd32804c27f0b02e48326e1.jpg,,https://www.cettire.com/au/products/bally-crystalia-tote-bag-916930981,916930981,https://www.farfetch.com/au/shopping/women/bally-logo-print-tote-bag-item-26891721.aspx,Bally Logo Print Tote Bag,1993,1230,https://cdn-images.farfetch-contents.com/26/89/17/21/26891721_56763325_1000.jpg,26891721,
https://www.cettire.com/au/products/bally-darnell-t-w-sneakers-949021282,www.farfetch.com,Shoes,Darnell T-W Sneakers,973.22,511.5,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/2a4a5fa593a21b54f928671002457b59.jpg,,https://www.cettire.com/au/products/bally-darnell-t-w-sneakers-949021282,949021282,https://www.farfetch.com/au/shopping/men/bally-darnell-t-sneakers-item-28809661.aspx,Bally Darnell T Sneakers,950,,https://cdn-images.farfetch-contents.com/28/80/96/61/28809661_58005593_1000.jpg,28809661,
